country,id,series,shot,year,month,day,time,site,lat,lon,height,groundheight,type,purpose,yieldmin,yieldmax,yieldest,yield,seismic,crater
usa,295,Fishbowl,Tightrope,1962,11,4,6:30,JO,17.1,-169.1,21000,,A-R,WE,0,20,,,,
usa,319,Roller Coaster,Double Tracks,1963,5,15,9:55,NAFR,37.2,-116.1,0,,AS,ST,0,,,0,,
usa,323,Roller Coaster,Clean Slate I,1963,5,25,11:17,NAFR,37.2,-116.1,0,,AS,ST,0,,,0,,
usa,325,Roller Coaster,Clean Slate II,1963,5,31,10:47,NAFR,37.154,-116.077,0,1306,AS,ST,0,,,0,,
usa,329,Roller Coaster,Clean Slate III,1963,6,9,10:30,NAFR,37.2,-116.1,0,,AS,ST,0,,,0,,
uk,1,Hurricane,Hurricane,1952,10,3,0:59:24,MB,-20.397,115.5584,-2.7,-12,AW-BG,WE,25,,,25,,270
uk,2,Totem,Totem T1,1953,10,14,21:30,SAU-EF,-28.6985,132.3716,31,300,AS-T,WR,10,,,10,,
uk,3,Totem,Totem T2,1953,10,26,21:30,SAU-EF,-28.7123,132.3773,31,310,AS-T,WR,8,,,8,,
uk,4,Mosaic,Mosaic G1,1956,5,16,3:50,MB,-20.3819,115.5479,31,4,AS-T,WR?,15,,,15,,
uk,5,Mosaic,Mosaic G2,1956,6,19,2:14,MB,-20.4061,115.5361,31,8,AS-T,,60,,98,98,,
uk,6,Buffalo,Buffalo R1/One Tree,1956,9,27,7:30,SAU-MR,-29.8688,131.6594,31,180,AS-T,,15,,,15,,
uk,7,Buffalo,Buffalo R2/Marcoo,1956,10,4,7:00,SAU-MR,-29.8818,131.6247,0.2,180,AS,WE,1.5,,,1.5,,50
uk,8,Buffalo,Buffalo R3/Kite,1956,10,11,5:57,SAU-MR,-29.888,131.65,150,180,A-AD,WR,3,,,3,,
uk,9,Buffalo,Buffalo R4/Breakaway,1956,10,22,14:35,SAU-MR,-29.8929,131.6048,31,190,AS-T,,10,,,10,,
uk,10,Grapple,Grapple 1/Short Granite,1957,5,15,19:37,LI-MI,-4.05,-154.9,2400,,A-AD,WR?,300,,125,300,,
uk,11,Grapple,Grapple 2/Orange Herald,1957,5,31,19:41,LI-MI,-4.05,-154.9,2300,,A-AD,WR?,720,,175,720,,
uk,12,Grapple,Grapple 3/Purple Granit,1957,6,19,19:40,LI-MI,-4.05,-154.9,2300,,A-AD,WR?,200,,88,200,,
uk,13,Antler,Antler Round 1/Tadje,1957,9,14,5:05,SAU-MR,-29.8898,131.6467,31,180,AS-T,WR?,1,,0.93,0.93,,
uk,14,Antler,Antler Round 2/Biak,1957,9,25,0:30,SAU-MR,-29.8926,131.6176,31,180,AS-T,WR?,6,,,6,,
uk,15,Antler,Antler Round 3/Taranaki,1957,10,9,6:45,SAU-MR,-29.8948,131.5916,300,180,A-B,WR?,25,,26.6,26.6,,
uk,16,Grapple X,Grapple X/Round C,1957,11,8,17:47,LI-CH,1.67,-157.25,2250,,A-AD,WR,1800,,300,1800,,
uk,17,Grapple Y,Grapple Y,1958,4,28,19:05,LI-CH,1.67,-157.25,2350,,A-AD,WR,3000,,2000,3000,,
uk,18,Grapple Z,Grapple Z/Pennant 2,1958,8,22,18:00,LI-CH,1.67,-157.25,450,,A-B,WR,24,,34,24,,
uk,19,Grapple Z,Grapple Z/Flagpole 1,1958,9,2,17:24,LI-CH,1.67,-157.25,2850,,A-AD,WR,1000,,2750,1000,,
uk,20,Grapple Z,Grapple Z/Halliard 1,1958,9,11,17:49,LI-CH,1.67,-157.25,2650,,A-AD,WR,800,,2750,800,,
uk,21,Grapple Z,Grapple Z/Burgee 2,1958,9,23,18:00,LI-CH,1.67,-157.25,450,,A-B,WR,25,,34,25,,
prc,1,,596,1964,10,16,7:00,LN,42.35,88.3,102,,AS-T,,20,22,22,22,,
prc,2,,,1965,5,14,2:00,LN,41.5,88.5,500,,A-AD,,20,40,35,35,,
prc,3,,,1966,5,9,8:00,LN,41.5,88.5,,,A-AD,,200,300,250,250,,
prc,4,,,1966,10,27,1:10,LN,41.5,88.5,569,,A-R,,12,30,12,12,,
prc,5,,,1966,12,28,4:00,LN,41.5,88.5,102,,AS-T,,300,500,122,300,,
prc,6,,,1967,6,17,0:19:08,LN-D,40.744,89.775,2960,,A-AD,,3000,3300,3300,3300,4.7,
prc,7,,,1967,12,24,4:00,LN,41.5,88.5,,,A-AD,,15,25,,20,,
prc,8,,,1968,12,27,7:30,LN,41.5,88.5,,,A-AD,,3000,,,3000,,
prc,10,,,1969,9,29,8:40:12,LN-D,40.722,89.515,,,A-AD,,3000,,3000,3000,4.37,
prc,11,,,1970,10,14,7:29:57,LN-D,40.52,89.779,,,A-AD,,3000,3400,3400,3400,4.6,
prc,12,,,1971,11,18,6:00,LN,41.5,88.5,,,AS-T,,15,20,,20,,
prc,13,,,1972,1,7,7:00,LN,41.5,88.5,,,A-AD,,8,20,,8,,
prc,14,,,1972,3,18,6:00,LN,41.5,88.5,,,A-AD,,100,200,,170,,
prc,15,,,1973,6,27,3:59:46,LN-D,40.7985,89.8091,,,A-AD,,2000,3000,3000,3000,4.8,
prc,16,,,1974,6,17,5:59:53,LN-D,40.518,89.619,,,A,,200,1000,1000,1000,4.5,
prc,18,,,1976,1,23,6:00,LN,41.5,88.5,,,A,,0,20,,,,
prc,19,,,1976,9,26,6:00,LN,41.5,88.5,,,A,,200,,,200,,
prc,21,,,1976,11,17,6:00:13,LN-D,40.696,89.627,,,A-AD,,4000,,4000,4000,4.7,
prc,22,,,1977,9,17,7:00,LN,41.5,88.5,,,A,,0,20,,,,
prc,23,,,1978,3,15,5:00,LN,41.5,88.5,,,A,,6,20,,11,,
prc,25,,,1978,12,14,,LN,41.5,88.5,,,A,,0,20,,,,
prc,28,,,1980,10,16,4:30:30,LN-D,40.719,89.651,,,A,,200,1000,1000,1000,4.44,
